employee_id,genre,statut_marital,departement,poste,heure_supplementaires,domaine_etude,ayant_enfants,frequence_deplacement,age,revenu_mensuel,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,ratio_poste_entreprise,evolution_evaluation,satisfaction_globale,salaire_par_experience,duree_moyenne_poste,attrition_actual,dataset_type
111,M,Marié(e),Consulting,Manager,Oui,Infra & Cloud,Y,Occasionnel,36,6586,0,80,17,16,8,3,3,2,4,1,2,3,0.17,1,2,1,14,1,4,11,0.47058823529411764,0,2.5,365.8888888888889,17.0,0,train
112,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,49,6567,1,80,16,15,11,3,3,2,1,3,2,3,0.14,0,2,1,20,4,5,11,0.6875,0,2.25,386.29411764705884,8.0,0,train
113,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Y,Aucun,45,3633,1,80,9,9,8,4,3,2,1,3,3,3,0.15,1,2,1,23,2,0,8,0.8,0,2.75,363.3,4.5,0,train
114,F,Célibataire,Consulting,Directeur Technique,Non,Entrepreunariat,Y,Occasionnel,45,16704,1,80,21,21,6,4,2,4,2,3,3,3,0.11,0,2,1,28,2,8,6,0.2727272727272727,1,3.0,759.2727272727273,10.5,0,train
115,M,Divorcé(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Frequent,34,3815,1,80,5,5,3,4,3,1,3,4,4,3,0.17,1,4,1,10,4,2,0,0.5,0,3.75,635.8333333333334,2.5,0,train
116,F,Marié(e),Consulting,Tech Lead,Oui,Autre,Y,Occasionnel,35,4788,0,80,4,3,2,4,2,2,2,4,3,3,0.11,0,2,1,16,2,0,2,0.5,1,3.25,957.6,4.0,0,train
117,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Y,Occasionnel,33,3600,1,80,5,5,4,2,3,1,3,4,3,3,0.13,1,2,1,2,3,1,4,0.6666666666666666,0,3.0,600.0,2.5,0,train
118,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,32,10400,1,80,14,14,8,4,1,3,4,3,2,3,0.11,0,2,1,4,4,9,8,0.5333333333333333,2,3.25,693.3333333333334,7.0,1,train
119,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,30,5304,7,80,10,8,7,3,3,2,4,4,2,4,0.23,1,2,1,27,5,7,7,0.7777777777777778,1,3.25,482.1818181818182,1.25,0,train
120,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,34,8621,1,80,9,8,7,4,2,3,2,2,4,3,0.14,0,3,1,9,3,7,7,0.7777777777777778,1,3.0,862.1,4.5,0,train
121,M,Divorcé(e),Commercial,Représentant Commercial,Non,Entrepreunariat,Y,Occasionnel,23,2322,3,80,3,0,0,3,3,1,1,3,3,3,0.13,1,3,1,2,1,0,0,0.0,0,2.5,580.5,0.75,0,train
122,M,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,51,5441,0,80,11,10,7,3,3,2,4,4,1,4,0.22,0,2,1,21,4,1,0,0.6363636363636364,1,3.0,453.4166666666667,11.0,0,train
123,M,Célibataire,Consulting,Consultant,Oui,Transformation Digitale,Y,Frequent,28,2154,0,80,5,4,2,4,3,1,3,3,2,3,0.11,0,2,1,1,4,0,2,0.4,0,3.0,359.0,5.0,0,train
124,F,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Y,Occasionnel,31,5855,0,80,10,9,7,4,3,2,4,3,1,3,0.11,2,2,1,12,3,8,5,0.7,0,3.0,532.2727272727273,10.0,0,train
125,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,27,7412,1,80,9,9,7,3,3,3,1,4,3,3,0.11,0,3,1,1,2,0,7,0.7,0,2.75,741.2,4.5,0,train
126,M,Divorcé(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Y,Occasionnel,28,4936,1,80,6,5,1,2,2,1,4,4,3,3,0.13,1,6,1,8,2,0,4,0.16666666666666666,1,3.25,705.1428571428571,3.0,0,train
127,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Aucun,45,5154,4,80,10,8,7,3,3,2,3,2,4,4,0.22,2,3,1,2,4,5,7,0.7777777777777778,1,3.0,468.54545454545456,2.0,0,train
128,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Y,Aucun,39,6472,1,80,9,9,8,4,3,2,4,4,3,3,0.15,1,2,1,1,3,5,8,0.8,0,3.75,647.2,4.5,0,train
129,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Frequent,42,2515,5,80,8,2,1,2,3,1,4,4,3,3,0.14,0,2,1,2,1,2,2,0.3333333333333333,0,3.25,279.44444444444446,1.3333333333333333,0,train
130,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Frequent,33,4682,3,80,9,7,7,2,2,2,4,3,2,3,0.14,0,6,1,10,3,0,1,0.875,1,2.75,468.2,2.25,0,train
131,F,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,36,7644,0,80,10,9,7,1,2,3,4,3,3,3,0.19,2,2,1,3,3,3,4,0.7,1,2.75,694.9090909090909,10.0,0,train
132,F,Marié(e),Commercial,Représentant Commercial,Oui,Marketing,Y,Occasionnel,38,5405,2,80,20,4,2,2,1,2,4,1,2,4,0.2,2,4,1,2,4,0,3,0.4,3,2.25,257.3809523809524,6.666666666666667,0,train
133,F,Célibataire,Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,59,13726,3,80,30,5,3,3,2,4,4,1,3,3,0.13,0,4,1,2,3,4,3,0.5,1,2.75,442.7741935483871,7.5,0,train
134,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,29,6931,2,80,10,3,2,4,3,2,4,4,3,3,0.14,1,2,1,20,2,0,2,0.5,0,3.75,630.0909090909091,3.3333333333333335,0,train
135,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Frequent,49,19161,3,80,28,5,4,2,3,5,4,4,3,3,0.15,0,3,1,2,1,4,3,0.6666666666666666,0,3.25,660.7241379310345,7.0,0,train
136,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Aucun,50,6347,0,80,19,18,7,4,3,2,3,1,3,3,0.12,1,3,1,1,3,0,13,0.3684210526315789,0,2.75,317.35,19.0,0,train
137,M,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Y,Aucun,27,6349,0,80,6,5,4,3,3,2,2,4,3,3,0.13,1,0,1,1,1,1,4,0.6666666666666666,0,3.0,907.0,6.0,0,train
138,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Y,Aucun,42,2936,3,80,10,6,3,3,3,1,3,2,2,4,0.22,2,1,1,10,4,3,3,0.42857142857142855,1,2.5,266.90909090909093,2.5,0,train
139,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,37,3022,4,80,8,1,0,2,3,1,2,1,3,4,0.21,0,1,1,19,2,0,0,0.0,1,2.0,335.77777777777777,1.6,0,train
140,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Y,Frequent,36,3692,1,80,12,11,10,3,3,1,2,3,2,3,0.12,0,2,1,3,3,0,7,0.8333333333333334,0,2.5,284.0,6.0,0,train
141,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,47,5070,5,80,20,5,0,1,3,2,4,3,3,3,0.13,3,2,1,2,2,0,4,0.0,0,2.75,241.42857142857142,3.3333333333333335,0,train
142,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,39,13341,0,80,21,20,8,2,3,4,1,1,3,3,0.12,0,3,1,15,4,11,10,0.38095238095238093,0,1.75,606.4090909090909,21.0,0,train
143,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Y,Aucun,41,6430,6,80,10,3,2,3,1,2,2,2,3,3,0.19,1,4,1,4,3,1,2,0.5,2,2.5,584.5454545454545,1.4285714285714286,0,train
144,F,Célibataire,Consulting,Manager,Oui,Autre,Y,Frequent,29,7553,0,80,9,8,7,3,3,3,4,1,3,3,0.12,0,1,1,14,1,7,7,0.7777777777777778,0,2.75,755.3,9.0,1,train
145,F,Célibataire,Consulting,Assistant de Direction,Oui,Entrepreunariat,Y,Occasionnel,38,4317,3,80,19,3,2,4,3,2,3,2,3,4,0.2,0,2,1,3,5,2,2,0.5,1,3.0,215.85,4.75,0,train
146,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,32,2370,1,80,8,8,0,3,3,1,2,3,3,3,0.13,1,4,1,2,3,0,7,0.0,0,2.75,263.3333333333333,4.0,0,train
147,F,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Frequent,31,7446,1,80,10,10,8,3,4,3,2,1,3,3,0.11,0,2,1,1,5,4,7,0.7272727272727273,-1,2.25,676.9090909090909,5.0,1,train
148,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,21,3117,1,80,3,2,2,3,3,1,4,3,3,3,0.18,0,2,1,5,1,2,2,0.6666666666666666,0,3.25,779.25,1.5,0,train
149,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Y,Frequent,43,5562,4,80,12,5,2,4,3,2,4,2,2,3,0.13,1,2,1,1,3,2,2,0.3333333333333333,0,3.0,427.84615384615387,2.4,0,train
150,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,38,3306,7,80,7,0,0,4,3,1,3,4,2,3,0.19,1,5,1,4,2,0,0,0.0,0,3.25,413.25,0.875,0,train
151,F,Divorcé(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,50,13269,5,80,19,14,11,4,2,3,1,3,3,3,0.15,3,3,1,17,5,1,11,0.7333333333333333,1,2.75,663.45,3.1666666666666665,0,train
152,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,31,10648,1,80,13,13,8,3,3,3,2,4,4,4,0.25,1,6,1,9,1,0,8,0.5714285714285714,1,3.25,760.5714285714286,6.5,0,train
153,M,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,35,5813,1,80,10,10,7,3,3,2,4,4,3,3,0.18,0,2,1,27,3,7,7,0.6363636363636364,0,3.5,528.4545454545455,5.0,1,train
154,M,Célibataire,Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,37,4197,2,80,18,1,0,3,3,2,2,4,2,3,0.12,0,2,1,10,4,0,1,0.0,0,2.75,220.89473684210526,6.0,0,train
155,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,27,6214,1,80,8,8,7,2,3,2,2,1,3,3,0.18,1,3,1,8,4,0,7,0.7777777777777778,0,2.0,690.4444444444445,4.0,0,train
156,M,Célibataire,Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,48,10999,7,80,27,15,11,3,2,3,3,2,3,3,0.14,0,3,1,4,4,4,8,0.6875,1,2.75,392.82142857142856,3.375,0,train
157,F,Divorcé(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Frequent,38,2133,1,80,20,20,11,4,2,2,2,3,3,3,0.16,1,3,1,8,3,0,7,0.5238095238095238,1,3.0,101.57142857142857,10.0,0,train
158,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Aucun,36,4374,0,80,4,3,2,4,2,2,3,3,3,3,0.15,0,6,1,1,4,1,2,0.5,1,3.25,874.8,4.0,0,train
159,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,27,2099,0,80,6,5,0,2,3,1,1,2,4,3,0.14,0,3,1,11,1,1,4,0.0,0,2.25,299.85714285714283,6.0,0,train
160,F,Divorcé(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Y,Aucun,34,2029,1,80,5,5,4,1,2,1,3,3,3,4,0.2,3,2,1,26,1,0,0,0.6666666666666666,2,2.5,338.1666666666667,2.5,0,train
161,F,Divorcé(e),Commercial,Cadre Commercial,Oui,Transformation Digitale,Y,Frequent,47,13770,9,80,28,22,2,4,3,4,3,4,2,3,0.12,2,2,1,3,3,11,13,0.08695652173913043,0,3.25,474.82758620689657,2.8,0,train
162,F,Divorcé(e),Consulting,Consultant,Oui,Transformation Digitale,Y,Occasionnel,49,2587,4,80,17,2,2,4,3,1,1,2,2,3,0.16,1,2,1,16,3,2,2,0.6666666666666666,0,2.25,143.72222222222223,3.4,0,train
163,F,Marié(e),Commercial,Senior Manager,Oui,Infra & Cloud,Y,Occasionnel,58,17875,4,80,29,1,0,4,3,4,4,3,2,3,0.13,1,2,1,21,3,0,0,0.0,0,3.25,595.8333333333334,5.8,0,train
164,F,Célibataire,Commercial,Représentant Commercial,Oui,Entrepreunariat,Y,Occasionnel,24,3202,1,80,6,5,3,1,3,1,2,2,3,3,0.16,0,4,1,1,1,1,4,0.5,0,2.0,457.42857142857144,3.0,1,train
165,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Frequent,29,3180,0,80,4,3,2,4,3,1,2,3,3,3,0.13,3,3,1,2,1,0,2,0.5,0,3.0,636.0,4.0,0,train
166,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,35,6646,1,80,17,17,11,2,1,2,4,2,3,3,0.13,0,3,1,6,4,11,8,0.6111111111111112,2,2.75,369.22222222222223,8.5,0,train
167,F,Marié(e),Consulting,Assistant de Direction,Non,Autre,Y,Occasionnel,26,2368,1,80,5,5,4,3,2,1,2,3,2,3,0.19,0,3,1,6,3,4,3,0.6666666666666666,1,2.5,394.6666666666667,2.5,0,train
168,M,Célibataire,Consulting,Directeur Technique,Oui,Infra & Cloud,Y,Occasionnel,58,19246,7,80,40,31,15,4,3,5,2,4,3,3,0.12,0,2,1,2,4,13,8,0.46875,0,3.25,469.4146341463415,5.0,1,train
169,F,Célibataire,Consulting,Senior Manager,Non,Transformation Digitale,Y,Frequent,45,18061,3,80,22,0,0,2,3,5,2,3,3,4,0.22,0,4,1,25,3,0,0,0.0,1,2.5,785.2608695652174,5.5,0,train
170,F,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,38,12061,3,80,19,10,8,1,2,3,2,3,3,3,0.17,1,2,1,25,2,0,1,0.7272727272727273,1,2.25,603.05,4.75,0,train
171,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,22,2244,1,80,2,2,1,1,3,1,2,4,3,3,0.13,1,1,1,11,3,1,2,0.3333333333333333,0,2.5,748.0,1.0,0,train
172,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,33,2313,4,80,5,2,2,1,2,1,2,2,3,4,0.2,0,0,1,25,3,2,2,0.6666666666666666,2,2.0,385.5,1.0,1,train
173,F,Marié(e),Commercial,Cadre Commercial,Non,Autre,Y,Aucun,30,8412,0,80,10,9,8,3,3,3,1,3,3,3,0.11,0,3,1,22,4,7,8,0.8,0,2.5,764.7272727272727,10.0,0,train
174,M,Marié(e),Commercial,Représentant Commercial,Non,Marketing,Y,Occasionnel,38,2899,0,80,3,2,2,2,2,1,2,4,3,3,0.19,1,3,1,9,3,1,2,0.6666666666666666,1,2.75,724.75,3.0,0,train
175,M,Marié(e),Consulting,Consultant,Non,Autre,Y,Frequent,35,2376,1,80,2,2,2,4,2,1,4,2,4,3,0.13,1,2,1,4,4,2,2,0.6666666666666666,1,3.5,792.0,1.0,0,train
176,F,Marié(e),Consulting,Consultant,Non,Entrepreunariat,Y,Occasionnel,30,4627,0,80,10,9,2,1,2,2,4,1,3,3,0.12,1,6,1,6,3,6,7,0.2,1,2.25,420.6363636363636,10.0,0,train
177,F,Divorcé(e),Commercial,Cadre Commercial,Oui,Transformation Digitale,Y,Frequent,27,4647,1,80,6,6,5,4,4,2,4,2,3,4,0.2,2,3,1,3,1,0,4,0.7142857142857143,0,3.25,663.8571428571429,3.0,0,train
178,M,Célibataire,Consulting,Consultant,Non,Autre,Y,Occasionnel,23,2647,1,80,5,5,2,4,3,1,4,3,4,3,0.13,0,6,1,12,2,1,4,0.3333333333333333,0,3.75,441.1666666666667,2.5,0,train
179,M,Divorcé(e),Consulting,Directeur Technique,Oui,Transformation Digitale,Y,Occasionnel,46,19328,7,80,24,2,1,3,3,5,4,3,3,3,0.17,1,3,1,2,4,2,2,0.3333333333333333,0,3.25,773.12,3.0,0,train
180,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,27,6811,8,80,9,7,6,4,2,2,1,1,1,3,0.19,0,2,1,7,3,0,7,0.75,1,1.75,681.1,1.0,0,train
181,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,33,3408,7,80,8,4,3,1,1,1,4,1,3,3,0.13,3,2,1,10,1,1,3,0.6,2,2.25,378.6666666666667,1.0,1,train
182,F,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,48,6439,8,80,18,8,7,3,3,2,3,3,3,3,0.14,1,2,1,16,4,7,7,0.7777777777777778,0,3.0,338.89473684210526,2.0,0,train
183,M,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Y,Occasionnel,38,5811,3,80,15,1,0,2,1,2,4,3,3,3,0.16,1,2,1,18,3,1,0,0.0,2,3.0,363.1875,3.75,0,train
184,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Frequent,34,2553,1,80,6,5,2,3,2,1,4,3,3,3,0.16,0,3,1,16,4,1,3,0.3333333333333333,1,3.25,364.7142857142857,3.0,0,train
185,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Frequent,27,4342,0,80,5,4,2,3,3,2,4,2,3,3,0.19,1,3,1,8,1,1,1,0.4,0,3.0,723.6666666666666,5.0,0,train
186,F,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Frequent,30,2083,1,80,1,1,0,3,3,1,3,3,3,4,0.2,1,2,1,3,3,0,0,0.0,1,3.0,1041.5,0.5,0,train
187,F,Divorcé(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Aucun,33,5368,1,80,7,6,5,3,3,2,4,3,3,4,0.25,1,2,1,16,3,1,2,0.7142857142857143,1,3.25,671.0,3.5,0,train
188,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,28,2596,1,80,1,1,0,1,2,1,2,1,3,3,0.15,2,2,1,1,3,0,0,0.0,1,1.75,1298.0,0.5,1,train
189,M,Marié(e),Commercial,Représentant Commercial,Non,Marketing,Y,Frequent,23,1790,1,80,1,1,0,4,3,1,1,1,2,3,0.19,1,3,1,9,3,1,0,0.0,0,2.0,895.0,0.5,1,train
190,M,Divorcé(e),Consulting,Tech Lead,Oui,Transformation Digitale,Y,Frequent,47,5067,1,80,20,19,10,3,4,2,3,3,4,3,0.19,0,3,1,16,4,2,7,0.5,-1,3.25,241.28571428571428,10.0,0,train
191,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,51,2075,3,80,10,4,2,4,3,1,4,2,3,4,0.23,2,4,1,9,4,0,3,0.4,1,3.25,188.63636363636363,2.5,0,train
192,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,35,3407,1,80,10,10,9,2,4,2,3,4,2,3,0.17,2,3,1,28,3,6,8,0.8181818181818182,-1,2.75,309.72727272727275,5.0,0,train
193,F,Célibataire,Consulting,Assistant de Direction,Oui,Entrepreunariat,Y,Occasionnel,30,2657,5,80,8,5,2,4,3,1,1,3,3,3,0.11,0,5,1,3,3,0,4,0.3333333333333333,0,2.75,295.22222222222223,1.3333333333333333,1,train
194,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Frequent,38,6288,2,80,13,4,3,1,2,2,1,3,2,3,0.15,1,3,1,12,3,1,2,0.6,1,1.75,449.14285714285717,4.333333333333333,0,train
195,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,25,4031,5,80,6,2,2,1,3,1,1,3,3,3,0.13,1,5,1,3,3,0,2,0.6666666666666666,0,2.0,575.8571428571429,1.0,1,train
196,F,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,47,4163,1,80,9,9,0,4,3,2,4,3,3,3,0.17,0,0,1,4,2,0,7,0.0,0,3.5,416.3,4.5,0,train
197,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,48,19665,4,80,29,22,10,4,2,5,2,4,3,3,0.12,0,3,1,10,3,12,9,0.43478260869565216,1,3.25,655.5,5.8,0,train
198,M,Marié(e),Consulting,Tech Lead,Non,Entrepreunariat,Y,Occasionnel,35,10903,3,80,16,13,10,4,2,3,2,1,3,3,0.16,0,2,1,25,3,4,8,0.7142857142857143,1,2.5,641.3529411764706,4.0,0,train
199,F,Divorcé(e),Ressources Humaines,Ressources Humaines,Oui,Infra & Cloud,Y,Frequent,26,2741,0,80,8,7,7,2,3,1,3,2,2,3,0.11,1,2,1,17,4,1,0,0.875,0,2.25,304.55555555555554,8.0,1,train
200,F,Célibataire,Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,32,11159,3,80,10,7,7,3,3,3,4,4,3,3,0.15,0,6,1,3,2,7,7,0.875,0,3.5,1014.4545454545455,2.5,0,train
201,M,Célibataire,Ressources Humaines,Ressources Humaines,Non,Entrepreunariat,Y,Occasionnel,35,4323,1,80,6,5,4,3,3,1,3,2,1,3,0.17,0,2,1,8,4,1,4,0.6666666666666666,0,2.25,617.5714285714286,3.0,0,train
202,F,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Y,Aucun,39,3646,2,80,11,1,0,1,2,1,1,2,4,4,0.23,0,2,1,2,3,0,0,0.0,2,2.0,303.8333333333333,3.6666666666666665,1,train
203,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Frequent,40,4244,1,80,8,8,7,3,4,2,2,4,3,4,0.24,1,2,1,2,2,3,7,0.7777777777777778,0,3.0,471.55555555555554,4.0,0,train
204,M,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,30,3579,0,80,12,11,9,4,3,1,2,1,3,4,0.21,1,2,1,1,3,5,7,0.75,1,2.5,275.3076923076923,12.0,0,train
205,F,Divorcé(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Y,Occasionnel,40,6852,7,80,7,5,1,2,2,2,2,2,4,3,0.12,1,2,1,10,3,1,3,0.16666666666666666,1,2.5,856.5,0.875,0,train
206,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,26,3955,1,80,6,5,3,1,2,1,1,1,3,3,0.16,2,2,1,1,2,1,3,0.5,1,1.5,565.0,3.0,0,train
207,M,Célibataire,Commercial,Représentant Commercial,Non,Transformation Digitale,Y,Aucun,21,2610,1,80,3,3,2,1,3,1,4,3,2,4,0.24,0,3,1,9,2,2,2,0.5,1,2.5,652.5,1.5,0,train
208,M,Divorcé(e),Consulting,Tech Lead,Oui,Transformation Digitale,Y,Occasionnel,36,8847,2,80,13,3,2,2,2,2,2,3,3,3,0.11,1,2,1,9,2,0,2,0.5,1,2.5,631.9285714285714,4.333333333333333,0,train
209,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Aucun,28,2144,1,80,5,5,3,3,3,1,3,3,2,3,0.14,0,3,1,16,3,1,4,0.5,0,2.75,357.3333333333333,2.5,0,train
210,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,28,2561,7,80,8,0,0,3,2,1,1,3,2,3,0.11,0,2,1,2,2,0,0,0.0,1,2.25,284.55555555555554,1.0,1,train
211,M,Célibataire,Commercial,Représentant Commercial,Non,Marketing,Y,Occasionnel,21,2679,1,80,1,1,0,2,3,1,2,2,3,3,0.13,0,3,1,7,1,1,0,0.0,0,2.25,1339.5,0.5,1,train
212,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,40,3448,6,80,20,1,0,2,2,2,3,2,3,4,0.22,1,3,1,2,3,0,0,0.0,2,2.5,164.1904761904762,2.857142857142857,0,train
213,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Frequent,33,4302,0,80,4,3,2,4,3,2,2,3,3,3,0.17,1,3,1,7,3,0,2,0.5,0,3.0,860.4,4.0,0,train
214,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,42,3968,4,80,8,0,0,4,3,1,3,4,3,3,0.13,0,3,1,8,3,0,0,0.0,0,3.5,440.8888888888889,1.6,0,train
215,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Frequent,50,9208,4,80,16,2,2,3,3,3,4,4,3,3,0.11,0,3,1,12,3,2,1,0.6666666666666666,0,3.5,541.6470588235294,3.2,0,train
216,M,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,46,9396,7,80,17,4,2,4,3,3,1,3,3,3,0.16,1,3,1,1,4,0,3,0.4,0,2.75,522.0,2.125,0,train
217,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,20,1009,1,80,1,1,0,4,3,1,3,4,3,3,0.11,0,5,1,10,1,1,1,0.0,0,3.5,504.5,0.5,1,train
218,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,45,4850,8,80,8,5,3,4,3,2,3,3,3,3,0.15,0,3,1,20,3,0,1,0.5,0,3.25,538.8888888888889,0.8888888888888888,0,train
219,M,Divorcé(e),Ressources Humaines,Ressources Humaines,Oui,Ressources Humaines,Y,Occasionnel,29,2335,4,80,4,2,2,1,2,1,1,4,3,3,0.15,3,3,1,13,3,2,0,0.6666666666666666,1,2.25,467.0,0.8,1,train
220,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,32,5055,7,80,10,7,7,1,4,2,4,3,2,3,0.16,0,0,1,2,4,0,7,0.875,-1,2.5,459.54545454545456,1.25,0,train
221,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,35,4717,9,80,15,11,9,2,3,2,3,3,3,3,0.11,0,2,1,1,3,6,9,0.75,0,2.75,294.8125,1.5,0,train
222,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,42,4089,1,80,10,10,2,3,3,2,4,2,3,3,0.13,2,4,1,2,4,2,2,0.18181818181818182,0,3.0,371.72727272727275,5.0,0,train
223,M,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Frequent,37,10048,6,80,17,1,0,1,3,3,3,2,3,3,0.11,2,5,1,10,3,0,0,0.0,0,2.25,558.2222222222222,2.4285714285714284,1,train
224,F,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,40,4448,2,80,15,7,4,2,3,2,1,2,3,3,0.12,1,3,1,12,3,7,7,0.5,0,2.0,278.0,5.0,0,train
225,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,56,2587,1,80,5,4,2,1,3,1,4,4,3,3,0.16,0,3,1,24,2,1,0,0.4,0,3.0,431.1666666666667,2.5,1,train
